,Arousal,Arousal.std,Frequency,Valence,Valence.std
#clevelandbrowns,3.28442218542,1.29316971064,0.572198987007,1.36183358908,0.978460267782
#clutchcity,2.26221300125,1.10996432304,2.64277219772,2.58991675377,1.01482452393
#coasttocaldera,2.11549572587,1.55912681937,0.646940588951,3.40290749788,0.938063853979
#cockerspaniel,2.14639455736,1.58189935267,0.656389772892,3.45261020541,0.951765170693
#cocktailclock,2.65625464916,1.41806611538,0.342144489288,2.9018903923,1.06417178154
#coldcock,1.90599562764,1.33260418534,1.59275400639,2.86164803147,1.06714518428
#coldone,2.13049227476,1.57017932177,0.651526689529,3.42703038692,0.944713699818
#coldwar,3.11555277824,1.37758583665,0.581259846687,2.55173072696,0.9474535501
#collaboration,3.27369787216,1.04468715668,0.517171859741,3.77018285751,0.563717327118
#coltsvspatriots,3.26133110285,1.28407809973,0.568176150322,1.35225923777,0.971581217051
#comefromaway,3.27176309109,1.04406973839,0.516866207123,3.76795464993,0.563384165764
#commoncore,2.88502961397,1.25787291169,4.61604738235,3.94095045269,1.0328406018
#communications,2.65477488041,1.35899190307,2.52835702896,2.88864790559,1.07455173731
#concord,2.39760968685,1.21952492714,2.96001195908,3.01921219826,0.716322894096
#confederateflag,2.84569772616,1.28259787381,8.00323488563,2.25761293709,0.936714209095
#congratulationspetron,2.44227136374,1.56184761286,5.42726969719,4.33578545809,1.01912064314
#conival,2.83801460266,1.73564529419,0.586366653442,1.12582397461,0.774003982544
#convergenceusgbc,2.85016392231,1.74307545662,0.588876843452,1.13064353943,0.777317433357
#cookfire,2.76082256377,1.2446751076,0.512211978436,1.8337188828,1.06540091515
#cookiesandcream,1.80877008438,1.26462755203,1.5115070343,2.71567430496,1.01270971298
#coppolawinery,2.57105411887,1.36459136605,15.2271997929,2.53005781174,0.983911371231
#cowgirlcreamery,2.45469511509,1.30342281938,1.52150523663,3.04301047325,1.12084219098
#craftbeerd,1.90149850845,1.09085967064,4.50354909897,2.6120584774,0.565445609093
#craftbeers,2.2971380353,1.39376914501,1.0324215889,3.8406083107,0.665911924839
#crcvsgre,3.21004879594,1.26388680816,0.559241950512,1.33099584222,0.956303735375
#createyourmoments,2.07978826046,1.32350162029,12.8080801964,3.50697433949,0.872169270515
#cuddleweather,1.75979970932,0.976536254883,4.57751369476,1.85643610954,0.81886633873
#cuzchella,1.98498957038,1.26317518115,12.2242759466,3.34712317586,0.832414981127
#d2gmarried,2.93263813019,1.13208457232,0.0,2.10244277716,1.08356666207
#dallascowboys,3.42881329894,1.35002056718,0.597354233265,1.42170307517,1.02147573888
#darthcar,2.85297637701,1.74479547024,0.589457929134,1.13175922394,0.778084466457
#database,2.85758828819,1.28303046525,7.75171981255,3.01971335669,0.887623192271
#daysoff,2.11803107858,1.56099538207,0.64771592617,3.40698577166,0.939188092947
#deadmau5,2.86255383968,1.75065276146,0.591436743736,1.13555854797,0.780696501732
#dearbornnation,2.90900788724,1.27510592401,3.86395734549,3.86395734549,0.839030737877
#deathwithdignity,2.54941770244,1.25061086965,12.7441539168,2.24827606475,0.880486952543
#deeperlearning,2.90709654291,1.22373828292,2.39478083452,3.25775958935,1.03712557236
#deersprings,3.14190860808,1.10994473636,52.9326192737,2.42708572507,0.861520290971
#defensewinschampionships,3.25460720897,1.28143071294,0.567004740238,1.34947128177,0.969578105807
#dental,2.46896482408,1.2600118494,2.68549245596,2.88911981344,0.873847574592
#denvshou,3.2990585351,1.29893245459,0.574748873711,1.36790231943,0.982820574045
#denvssea,3.39227134943,1.33563297033,0.59098803997,1.40655153513,1.01058954835
#devore,3.80956038833,1.74655564129,20.082347095,1.24753974378,0.724181607366
#diegohillsbasketball,2.84920297384,1.74248776913,0.588678300381,1.13026233673,0.777055356503
#digitalhealth,3.23234540939,1.42922735453,0.603049516678,2.64738737822,0.982970712185
#dime_chiko,1.923905738,1.27730380952,9.01002687216,2.58640771389,0.604201802015
#directors,2.33427938461,1.1563328433,8.64547920227,2.64227458119,0.480904780626
#dirtywork,2.54763436317,1.19550874829,18.7940239906,1.60793316364,1.07021525502
#djgalaxyb,3.03731967509,1.34438739717,18.2571128011,3.64589010179,0.918388098478
#dmjeferson,2.73435284138,1.29182024002,5.92084276676,1.10342978835,0.758944391012
#dnc,1.91279307008,1.00558264256,19.1279307008,2.89105009735,0.590233290195
#doggiestreetfestival,2.85109111786,1.74364250183,0.589068412781,1.13101135254,0.777570304871
#doglog,2.0639301455,1.31341009259,12.7104202509,3.48023411632,0.865519093275
#dogpark,1.98663184524,1.26422026515,12.2343896627,3.34989240766,0.833103677034
#donaldsterlingissoracist,3.19291597724,1.47155225158,1.08645033836,1.13677243829,0.866302829981
#downtownlife,2.13077703416,1.57038919032,0.651613771915,3.42748844028,0.944839969277
#drb3000,3.60782369256,1.59690556884,21.6863719225,4.33070275664,1.09089022398
#droughthack,2.12453863978,1.56579147458,0.64970600605,3.41745359182,0.942073708773
#drugabuse,3.21185015023,1.02495060086,0.507401287556,3.69895538628,0.553067403436
#dtownbarbers,2.68148640633,1.26039904118,1.00430202484,3.76613259315,0.542323093414
#duet,3.23459778786,1.03220972061,0.510994911194,3.7251529026,0.556984453201
#dug2015,2.69462822957,1.31846367606,4.99338271788,2.06288379243,0.931221734285
#e32015,3.19234953403,1.01872765541,0.50432062149,3.67649733067,0.549709477425
#eaglefalls,2.47393882334,1.41609796405,6.71920871735,3.84954179883,0.702533559203
#easternsierra,2.02100417018,1.28609356284,12.4460667372,3.40785160661,0.847517877817
#eastofmorenovalley,3.22846919745,1.66456767321,19.8614062071,2.33282660484,1.00544086188
#eav8,1.98476558685,1.26303264618,12.2228965759,3.34674549103,0.832321052551
#ebisummit2015,3.27079117298,1.04375958443,0.516712665558,3.76683533192,0.563216805458
#ebola,2.87175549368,1.36243335207,1.99494075775,1.63484112819,1.0789205571
#ecommerce,3.20301082671,1.02212983727,0.506004869938,3.68877550185,0.551545308232
#ediblebands,2.76133164167,1.18342784643,3.88919949532,3.19469958544,0.766727900505
#eecms,2.84730218321,1.24638839215,30.8001876473,3.73782382011,0.879544751942
#elcamino,2.9275837326,1.13013342619,0.0,2.09881922007,1.0816991365
#elcaminosd,2.92013345718,1.12725740075,0.0,2.09347802997,1.07894636929
#elcapitan,2.24741519928,1.21381622791,0.530050754547,2.91527915001,0.662563443184
#electra,2.60660257339,1.45820184946,0.534139871597,3.87251406908,0.913379180431
#electronics,3.14235594749,1.38943723798,0.586260437965,2.57368332267,0.955604513884
#elilauradocali,2.75986151576,1.45959156513,1.0278813839,4.04985265255,0.529358912706
#elmirage,2.99153282166,1.15481965542,0.0,2.14466507435,1.10532738447
#elpollodelmes,3.16176401138,1.22053390145,0.0,2.26670581698,1.16822530568
#elves,2.16936164081,1.59882616341,0.663413345814,3.48955419898,0.96194935143
#enlightea,2.29308170974,1.39130800366,1.03059852123,3.83382649899,0.664736046195
#environmental,2.55459682614,1.34688221902,4.88367077708,2.6071507144,0.786611360908
#esri3d,2.67844686508,1.46799491644,1.03017187119,3.65195928335,0.916852965355
#esseffyear2,2.23718861639,1.2378095746,0.0,2.98799114525,1.05518193245
#etistyle,2.15281889319,1.58663410783,0.658354401588,3.46294415236,0.954613882303
#fabricut,2.27270782471,1.07547780991,57.8322973251,3.17063033581,0.80660835743
#fairfield,2.98615872065,1.35256380498,7.79871344566,3.18731413762,0.930098854502
#falcon9,3.11713978052,1.40535454512,15.3215345144,3.58735239148,0.813626315594
#familydinner,2.95119815826,1.13924928904,0.0,2.11574867964,1.09042431951
#farewellcolossus,3.09231680989,1.36873039126,18.5876966715,3.71190669894,0.935017468929
#farmlife,2.14920843244,1.58397318721,0.657250285149,3.45713649988,0.953012913465
#fastit,2.83973146796,1.25861355841,2.58983564377,2.90970403284,1.0551604113
#ferncanyon,2.1212898469,1.34991172075,13.0636618137,3.57695502043,0.889573161602
#ferret,3.13001493931,1.46886366606,1.06826448441,1.43681573153,0.982803325653
#fgm,2.7437354064,1.36635819435,2.7547544241,1.92832809687,1.19005391121
#fiddlerock,3.20803906918,1.0237344265,0.506799221039,3.69456632137,0.552411150932
#fifawwcfinal,4.34190594912,1.21483378887,30.9332677722,4.71310516238,0.517429206371
#filetmignon,3.04123796463,1.17400730252,0.0,2.18029927611,1.12369270384
#filmoutsd,3.33100897014,1.06297600627,0.526225745678,3.83618568599,0.573586062789
#finance,2.45609369427,1.25327382594,2.68614068627,2.88294336647,0.863789846599
#findyourpark,2.25500095367,1.21791325092,0.531839847565,2.92511916161,0.664799809456
#fintech,3.21154416203,1.02485295534,0.507352948189,3.6986029923,0.553014713526
#firewood,2.45822486281,1.3248538208,2.58760511875,1.81132358313,0.957413893938
#firkinfriday,1.82411104202,1.23778963566,13.0293645859,2.74159546494,0.792619678974
#firsttry,2.02179685235,1.28659799695,12.4509483576,3.40918824077,0.847850292921
#fishies,2.18972339988,1.61383284211,0.669640183449,3.52230736494,0.970978266001
#fittoconsult,3.25319779515,1.03814526796,0.513933300972,3.74657376409,0.560187298059
#fitzgeraldfarms,2.29588291645,1.39300761223,1.03185749054,3.83850986481,0.665548081398
#fixpatents,2.94544372857,1.42078272939,11.3048899174,2.11458876073,0.752056147456
#flashbash,2.84672689438,1.7409734726,0.588166713715,1.12928009033,0.776380062103
#flavorsofthegaslamp,3.27535156667,1.04521487594,0.517433106899,3.7720873493,0.56400208652
#flop,3.17569716692,1.25036160231,0.553257346153,1.31675248384,0.946070061922
#fogm15,2.64047435979,1.26656503525,9.1148529715,2.64123558038,0.974740155538
#foodiestuff,2.1155845356,0.939689247608,79.591165781,2.90636127949,0.523761219978
#foxnewschat,2.98734218955,1.43350570917,7.84765899181,1.23993012071,1.07774516821
#frankiero,2.33871978283,1.22627563834,38.8061910868,2.87683229923,0.714033915997
#freecommunitycollege,2.79210617542,1.53028896153,1.07388699055,3.80692938149,0.955759421587
#freedomofspeech,2.90943813384,1.48994217455,1.11614644527,1.53478635967,1.0492343235
#freerange,2.43384186983,1.29234991848,1.50857967138,3.01715934277,1.11132035792
#freespeech,2.88459506035,1.580979985,1.1094596386,3.93303441882,0.98741907835
#frenchcamp,3.24369121075,1.4871236062,17.0993306637,1.06223114729,0.616612226963
#fresnocounty,3.00933202565,1.37854391038,61.5945151448,3.99484426796,1.10283512831
#frightfest,2.80473312736,1.24143925309,16.8590515852,3.36670151353,0.848061382771
#frogsleap,2.63037486404,1.34389095455,27.152399838,2.91856553972,1.10217859447
#fuckflappybird,2.41147726774,1.4058612287,0.500306487083,1.33081525564,0.935573130846
#fucktard,2.16397248745,1.06176220179,2.52800524235,2.4774451375,0.970754013062
#fuckthebroncos,3.30265843391,1.30034983635,0.575376033783,1.3693949604,0.983893017769
#fullthrottle,2.92613788962,1.29517578721,17.5888069868,3.51243145585,0.884770290852
#funemployment,2.34985594451,1.42575529218,1.05611503124,3.92874791622,0.681194195151
#funwithfriends,2.12240966856,1.56422241628,0.649054944515,3.41402900815,0.941129669547
#futureisnow,1.95566615224,1.29838992476,9.15876710415,2.6291049099,0.614176146984
#futurist,1.99458803177,1.0229974699,11.3095197678,2.73998819828,0.447240099907
#gavaluechain,2.87693142891,1.75944566727,0.594407320023,1.14126205444,0.78461766243
#gaviota,2.91066926956,1.12360394597,0.0,2.08669304252,1.07544949114
#geomentor,2.73538923025,1.28617639303,0.603838682175,2.21608796358,0.996333825588
#georgesoros,3.25189187199,1.2781791091,0.807259470224,2.63604797453,0.787009793818
#georgia,3.16768886566,1.40063854694,0.590986728668,2.59443173885,0.963308367729
#getdirtyworkonitunes,2.77715866089,1.30321584702,20.4872360229,1.75279685974,1.16663427353
#gianttrees,2.01498893201,1.28226568401,12.4090227485,3.3977086097,0.844995358586
#glacierpoint,2.95557832718,1.59629112482,0.697070360184,3.83388698101,0.87133795023
#globalsd,2.71438144684,1.15430296719,0.510186910629,3.50968688786,0.707604231834
#globaltravel,2.05703828216,1.30902436137,12.6679776907,3.46861293912,0.862628957033
#gobirds,3.33750640869,1.06504943848,0.527252197266,3.84366851807,0.57470489502
#goclimbarock,2.72405972898,1.45480071008,0.842525303364,3.78291412711,0.652216465473
#goodnightmoon,1.49661072969,1.09483603716,3.01331019402,1.53176601529,0.793505017757
#gop,3.7254606539,1.21961435437,0.512443006039,0.866028680205,0.727669068575
#goprorealm,2.19581892729,1.61832526445,0.671504259109,3.53211240292,0.973681175709
#goxolas,3.2319495374,1.03136462331,0.510576546192,3.72210302174,0.556528435349
#grandbudapesthotel,2.98490166664,1.63595572114,1.14803910255,4.06979861856,1.02175480127
#grandmalife,1.50582290888,1.10157514811,3.0318582058,1.54119458795,0.798389327526
#grapevine,2.8599820441,1.48995990276,17.8315351009,2.17294722557,0.923352262378
#greaterareaofoildaleandlacrest,2.95096110106,1.35180479288,60.3997886181,3.91735771894,1.0814438343
#greenbaypackers,3.26597233057,1.04222181797,0.515951395035,3.7612856698,0.562387020588
#grexit,2.84169465423,1.28113506675,0.527216076851,1.88743355513,1.09660943985
#grom,2.90602050781,1.12180938721,0.0,2.08336029053,1.07373184204
#gs1connect,1.87698776722,1.1105510956,16.6843357086,2.88847561955,0.969777013063
#gs300,3.23936626434,1.25049065351,0.0,2.3223397851,1.19689819694
#gssi2015,3.32794229686,1.06199738383,0.525741279125,3.83265392482,0.573057994246
#guayaquil,1.90058769405,1.32882315099,1.58823484182,2.85352859914,1.06411734402
#guinness,2.29324005842,1.39140408039,1.03066968918,3.83409124374,0.66478194952
#gummybears,2.91652683258,1.12586513758,0.0,2.09089239836,1.07761377454
#hairbycindythongs,2.46455285549,1.37556438446,73.467643261,3.65775074959,0.818043971062
#hairbycindythongstm,2.78024443746,1.42936315298,94.04748559,3.14313660264,1.03214616537
#hairofthedog,1.91669061184,1.09957514048,4.53953039646,2.63292762995,0.569963260889
#halfdome,2.84006978124,1.5184793216,0.857452988625,3.91790256977,0.695793596208
#hammondsgourmeticecream,2.32799799144,1.41249316335,1.04629123211,3.89220338345,0.67485784471
#hanzell,2.63976143122,1.40105788946,15.6341223717,2.59766956329,1.01020483017
#happykid,2.18840446293,1.61286078155,0.669236838818,3.52018577218,0.970393416286
#happytrails,2.13260117054,1.5717335844,0.652171611786,3.43042267799,0.94564883709
#hatsonforharry,3.40046044827,1.0740975368,9.16291737556,3.99095956802,0.977377853394
#healthwelfare,2.47627598941,1.26372301012,2.69517630339,2.89872541279,0.875784842968
#henrymunro,2.74651429415,1.60999394745,0.565198153257,2.54496516913,0.852875078022
#hiddenvalley,1.83560821295,1.1861678803,31.6669253111,3.39211810112,0.837294974327
#highdesert,2.12863753796,1.56881237507,0.65095949173,3.4240469265,0.943891263008
#highered,2.93076704502,1.26688262641,57.1988102198,3.70838184744,0.976168402731
#hikela,2.00779015839,1.27768464625,12.364690125,3.38556991518,0.841976518035
#hikesohard,2.84788770676,1.5381280303,0.671671628952,3.69419395924,0.83958953619
#hikeyosemite2014,2.29754825115,1.24089280546,0.541874587536,2.98031023145,0.67734323442
#hill,2.18613048077,1.61118484974,0.668541431427,3.51652792931,0.969385075569
#historic,2.11788061023,1.56088448644,0.647669911385,3.40674373388,0.939121371508
